Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-31,132.89367678068848,133.54784080327667,130.55455719513336,131.51597595214844,99116600,0.0,0
2021-01-04,132.33861946156387,132.42781951198282,125.6384298147719,128.26498413085938,143301900,0.0,0
2021-01-05,127.74960749538005,130.57439733794095,127.29367082519575,129.85084533691406,97664900,0.0,0
2021-01-06,126.5899438116646,129.89048202538976,125.26179610335923,125.47985076904297,155088000,0.0,0
2021-01-07,127.22428031771953,130.46535182147085,126.72870428269006,129.76162719726562,109578200,0.0,0
2021-01-08,131.25824978363502,131.45649227915914,129.0777184468813,130.88162231445312,105158200,0.0,0
2021-01-11,128.0469318427568,129.01825658738863,127.36303452937022,127.83878326416016,100384500,0.0,0
2021-01-12,127.3630364965821,128.54250983802837,125.737547764145,127.66038513183594,91951100,0.0,0
2021-01-13,127.62074417711655,130.28694585509425,127.35314398828133,129.73190307617188,88636800,0.0,0
2021-01-14,129.64268587276953,129.84091324992193,127.62072730398862,127.7694091796875,90221800,0.0,0
2021-01-15,127.64055677283626,129.0678181109136,125.87630737542948,126.01506805419922,111598500,0.0,0
2021-01-19,126.64940635326677,127.57118561404604,125.81684227008411,126.69896697998047,90757300,0.0,0
2021-01-20,127.52162365014465,131.31773773515425,127.41259632202971,130.86180114746094,104319500,0.0,0
2021-01-21,132.6161373636434,138.4341946209644,132.407988794299,135.65896606445312,120150900,0.0,0
2021-01-22,135.07418566466515,138.6126053627507,133.82533966028237,137.83950805664062,114459400,0.0,0
2021-01-25,141.80412315766952,143.80623929807584,135.33188671764736,141.6554412841797,157611700,0.0,0
2021-01-26,142.329435111173,143.02323849549208,140.11915523314158,141.89332580566406,98390600,0.0,0
2021-01-27,142.1609436555323,143.02325629831762,139.16767509291438,140.80307006835938,140843800,0.0,0
2021-01-28,138.28553673847335,140.73368348510468,135.4904807286235,135.8770294189453,142621100,0.0,0
2021-01-29,134.628188389502,135.53014040898276,129.05791855820306,130.7924346923828,177523800,0.0,0
2021-02-01,132.56659155006162,134.18217429043102,129.7715354071241,132.95314025878906,106239800,0.0,0
2021-02-02,134.52906663409996,135.1039366512956,133.41898115194581,133.79562377929688,83305400,0.0,0
2021-02-03,134.55878680305437,134.56870800203185,132.42781610438996,132.75489807128906,89880900,0.0,0
2021-02-04,135.09402535329895,136.18428351719245,133.39914871951223,136.17437744140625,84183100,0.0,0
2021-02-05,136.3381675038212,136.4076439473337,134.8591386761449,135.75250244140625,75693800,0.205,0
2021-02-08,135.0278757537044,135.9510323880205,133.92605243645022,135.90139770507812,71297200,0.0,0
2021-02-09,135.6135329362486,136.86426036969647,134.84921633400765,135.00802612304688,76774200,0.0,0
2021-02-10,135.47455981623114,135.98081238556708,133.40988117247127,134.39259338378906,73046600,0.0,0
2021-02-11,134.89883809922802,135.38523379208152,132.78453980379882,134.134521484375,64280000,0.0,0
2021-02-12,133.36026681398644,134.53156663484012,132.70512531433295,134.37274169921875,60145100,0.0,0
2021-02-16,134.49189140874623,135.00804981988472,131.81176937886957,132.20883178710938,80576300,0.0,0
2021-02-17,130.28309710626456,131.24595244516027,128.51621136293377,129.87611389160156,97918500,0.0,0
2021-02-18,128.24820295436643,129.0423125222409,126.4713962386598,128.75445556640625,96856700,0.0,0
2021-02-19,129.28053832483133,129.74707708606485,127.8511442603183,128.9132537841797,87668800,0.0,0
2021-02-22,127.06697228073332,128.764381741205,124.67473017287743,125.07178497314453,103916400,0.0,0
2021-02-23,122.84828733982354,125.77655225977999,117.5178443126686,124.93281555175781,158273000,0.0,0
2021-02-24,124.01959141359879,124.63501913578152,121.3295564158394,124.42656707763672,111039900,0.0,0
2021-02-25,123.76149721046575,125.5283829453019,119.65199671592624,120.09867858886719,148199500,0.0,0
